"","OR","po.","p1.","p.o","p.1","f00","f01","f10","f11","true r","r","true D'","D'","true Q","Q","true Y","Y","true HS","HS"
"1",1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,93.8,0,95.5,0,91.8,0,94.3,0,95.9
"2",1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,93.8,0,95.5,0,91.8,0,94.3,0,95.9
"3",1,0.587333879727506,0.412666120272494,0.5,0.5,0.293666939863753,0.293666939863753,0.206333060136247,0.206333060136247,2.25511293307845e-16,93.5,2.69036630361622e-16,93.8,4.58064211256537e-16,92,0,93.7,0,97.1
"4",1,0.6,0.4,0.4,0.6,0.24,0.36,0.16,0.24,0,94.5,0,95.5,0,92.7,-5.78241158658936e-17,95,-3.10179424794511e-21,99.1
"5",1,0.6,0.4,0.6,0.4,0.36,0.24,0.24,0.16,0,94.3,0,95,0,92.1,5.78241158658936e-17,94.8,0,98.6
"6",1,0.1,0.9,0.2,0.8,0.02,0.08,0.18,0.72,-2.89120579329468e-17,85.8,-1.73472347597681e-16,84.2,-1.20466908053945e-16,80.9,-5.78241158658936e-17,84.3,0,100
"7",2,0.571428571428571,0.428571428571429,0.428571428571429,0.571428571428571,0.285714285714286,0.285714285714286,0.142857142857143,0.285714285714286,0.166666666666667,93.9,0.222222222222222,94.1,0.333333333333333,92,0.17157287525381,94.1,0.138734684854279,90.8
"8",2,0.5,0.5,0.5,0.5,0.292893218813452,0.207106781186547,0.207106781186547,0.292893218813452,0.17157287525381,94.3,0.17157287525381,95.6,0.333333333333334,93.6,0.17157287525381,94.9,0.17157287525381,93.8
"9",2,0.654897368819341,0.345102631180659,0.442482894803224,0.557517105196776,0.327448684409671,0.327448684409671,0.115034210393553,0.230068420787106,0.159526253575339,94.7,0.246675211068735,92.7,0.333333333333333,93.2,0.17157287525381,95.1,0.090640012040323,87.9
"10",2,0.6,0.4,0.4,0.6,0.278889744907202,0.321110255092798,0.121110255092798,0.278889744907202,0.162040603780009,94.7,0.243060905670013,93.3,0.333333333333333,93.9,0.17157287525381,95.5,0.110223411045934,88
"11",2,0.6,0.4,0.6,0.4,0.4,0.2,0.2,0.2,0.166666666666666,94.7,0.166666666666666,95.8,0.333333333333333,93,0.17157287525381,95.4,0.109504629084079,84.7
"12",2,0.1,0.9,0.2,0.8,0.0315341561573509,0.0684658438426491,0.168465843842649,0.731534156157351,0.0961179679779241,90.7,0.144176951966886,93.9,0.333333333333333,90,0.171572875253809,92.7,4.81661278198372e-19,92.4
"13",5,0.625,0.375,0.375,0.625,0.3125,0.3125,0.0625,0.3125,0.333333333333333,95.6,0.555555555555556,91.8,0.666666666666667,92.4,0.381966011250105,95,0.281525548998107,71
"14",5,0.5,0.5,0.5,0.5,0.345491502812526,0.154508497187474,0.154508497187474,0.345491502812526,0.381966011250105,95.4,0.381966011250105,95.3,0.666666666666667,94.7,0.381966011250105,95.7,0.381966011250105,91.8
"15",5,0.703449847472629,0.296550152527371,0.401149949157543,0.598850050842457,0.351724923736314,0.351724923736314,0.0494250254212286,0.247125127106143,0.310621830677359,94,0.584527763205045,91,0.666666666666667,90.7,0.381966011250105,93.2,0.212709173112308,55.2
"16",4.99999999999999,0.6,0.4,0.4,0.6,0.323960135530193,0.276039864469807,0.0760398644698074,0.323960135530192,0.349833898042469,95.1,0.524750847063704,93.2,0.666666666666667,92.7,0.381966011250105,95.4,0.318587783015882,73.7
"17",4.99999999999999,0.6,0.4,0.6,0.4,0.45,0.15,0.15,0.25,0.375,94,0.375,94.5,0.666666666666666,93.3,0.381966011250105,94.6,0.304973037967785,68.8
"18",5,0.1,0.9,0.2,0.8,0.05,0.05,0.15,0.75,0.25,92.1,0.375,95.6,0.666666666666666,92.9,0.381966011250105,94.8,9.94408923407856e-09,39.9
"19",10,0.645161290322581,0.354838709677419,0.354838709677419,0.645161290322581,0.32258064516129,0.32258064516129,0.032258064516129,0.32258064516129,0.409090909090909,95.6,0.743801652892562,92.3,0.818181818181818,93,0.519493853295916,93.2,0.440679593491908,58
